EMP1029,Finance,3,112806,93,4.7,20,9,5,WFH,No,,,,
EMP1030,Finance,9,52020,78,3.3,20,4,10,Office,No,,,,
EMP1031,Marketing,11,69931,83,4.1,23,6,13,Hybrid,No,,,,
EMP1032,Marketing,15,38112,87,2.6,15,8,7,Office,No,,,,
EMP1033,It,14,102551,76,4.2,18,5,25,WFH,Yes,,,,
EMP1034,It,5,81109,96,3.4,22,5,24,Office,Yes,,,,
EMP1035,Sales,11,83425,92,2.7,26,4,23,WFH,No,,,,
EMP1036,It,9,56338,76,4.4,25,7,5,Hybrid,No,,,,
EMP1037,It,10,124726,99,4.9,10,6,24,WFH,No,,,,
EMP1038,Finance,4,90300,80,4.3,9,7,20,Office,No,,,,
EMP1039,Hr,4,52696,96,4.5,30,10,7,Office,No,,,,
EMP1040,Marketing,14,40254,80,4.7,10,10,14,Hybrid,No,,,,
EMP1041,Marketing,1,73295,87,2.6,10,5,0,Hybrid,No,,,,
EMP1042,Sales,5,38100,90,3.6,7,4,11,WFH,No,,,,
EMP1043,Sales,14,51924,96,3.3,6,7,8,Office,No,,,,
EMP1044,It,12,133392,75,4.4,14,9,12,Hybrid,No,,,,
EMP1045,It,3,113697,88,5.0,11,5,20,Hybrid,Yes,,,,
EMP1046,Marketing,2,63489,75,3.9,5,10,6,WFH,No,,,,
EMP1047,It,11,84383,76,5.0,13,5,18,Hybrid,Yes,,,,
EMP1048,Hr,9,53940,89,2.7,23,5,10,Hybrid,Yes,,,,
EMP1049,Marketing,2,59220,91,2.9,28,8,15,WFH,No,,,,
EMP1050,Hr,7,68067,81,4.8,10,5,15,Office,No,,,,
EMP1051,It,14,134981,83,2.9,21,9,25,Office,No,,,,
EMP1052,Marketing,2,50383,82,3.8,26,9,13,Hybrid,No,,,,
EMP1053,Hr,4,44416,85,4.4,15,7,6,WFH,No,,,,
EMP1054,Hr,1,56623,76,3.3,6,9,9,WFH,No,,,,
EMP1055,Sales,1,67830,91,3.2,28,6,3,WFH,No,,,,
EMP1056,It,12,84984,91,3.2,19,4,0,Hybrid,No,,,,
EMP1057,Marketing,2,59876,75,3.4,15,7,7,Office,No,,,,
EMP1058,Hr,1,29903,80,3.0,15,8,8,WFH,No,,,,
EMP1059,Finance,2,136178,88,2.7,28,6,15,Hybrid,No,,,,
EMP1060,Finance,13,123297,95,3.2,27,6,25,WFH,No,,,,
EMP1061,It,2,49355,82,3.2,24,4,8,Hybrid,No,,,,
EMP1062,It,4,102968,96,3.6,5,8,23,Hybrid,Yes,,,,
EMP1063,Finance,2,146692,75,3.2,29,10,22,Hybrid,No,,,,
EMP1064,Sales,9,45412,94,4.2,8,6,12,WFH,Yes,,,,
EMP1065,Sales,8,78673,90,3.3,24,4,22,WFH,Yes,,,,
EMP1066,Hr,11,36500,88,3.0,26,9,18,Office,Yes,,,,
EMP1067,Hr,13,48999,81,3.0,25,4,0,Hybrid,No,,,,
EMP1068,Sales,3,84912,79,4.5,27,6,5,Office,No,,,,
EMP1069,Sales,14,42106,99,3.5,25,4,2,Hybrid,No,,,,
EMP1070,Sales,5,85631,98,2.9,13,9,3,WFH,No,,,,
EMP1071,Hr,5,59028,87,2.8,14,8,15,WFH,No,,,,
EMP1072,Marketing,5,64352,83,3.8,25,5,14,Hybrid,Yes,,,,
EMP1073,Sales,9,38437,100,3.8,24,6,19,Office,Yes,,,,
EMP1074,Marketing,7,44475,93,2.5,28,10,23,Hybrid,No,,,,
EMP1075,Hr,1,55662,77,3.6,8,4,0,WFH,No,,,,
EMP1076,Hr,13,43839,84,3.0,9,9,8,Office,No,,,,
EMP1077,Marketing,11,77018,81,2.7,8,6,0,WFH,No,,,,
EMP1078,Sales,9,32806,89,4.1,13,7,17,Office,No,,,,
EMP1079,Sales,3,32819,97,3.3,22,9,7,WFH,No,,,,
EMP1080,Marketing,10,62830,97,3.7,10,8,11,Office,No,,,,
EMP1081,Marketing,14,69989,84,2.6,24,8,11,WFH,No,,,,
EMP1082,Hr,2,62991,85,4.9,22,6,11,WFH,No,,,,
EMP1083,Hr,12,63992,84,2.6,15,7,6,Office,No,,,,
EMP1084,It,11,57120,90,3.5,22,8,12,Hybrid,No,,,,
EMP1085,Finance,5,63774,81,5.0,16,5,2,Hybrid,No,,,,
EMP1086,Hr,6,53587,85,4.0,23,4,19,Office,No,,,,
EMP1087,Sales,7,88664,79,2.8,9,6,22,Office,No,,,,
EMP1088,Hr,9,61282,92,3.2,12,7,16,Office,No,,,,
EMP1089,Sales,7,78670,87,2.7,16,4,15,WFH,No,,,,
EMP1090,Hr,8,47760,82,4.4,6,5,14,WFH,No,,,,
EMP1091,Marketing,3,77137,86,4.4,22,4,2,WFH,No,,,,
EMP1092,Hr,8,41273,95,3.8,19,7,20,Office,Yes,,,,
EMP1093,Hr,10,42429,79,5.0,18,5,4,Office,No,,,,
EMP1094,Marketing,1,82338,76,3.3,25,4,21,WFH,No,,,,
EMP1095,Sales,13,62654,99,2.8,23,6,22,WFH,No,,,,
EMP1096,Hr,13,49605,93,4.6,22,10,6,Office,No,,,,
EMP1097,Sales,3,63583,83,3.7,7,7,22,Hybrid,No,,,,
EMP1098,Sales,10,49878,90,2.5,10,10,0,Office,No,,,,
EMP1099,It,15,133386,97,4.6,10,8,7,Hybrid,No,,,,
EMP1100,Finance,6,102572,80,4.7,16,10,5,WFH,No,,,,
EMP1101,Finance,8,86389,98,4.6,25,6,23,Office,No,,,,
EMP1102,Marketing,3,80268,94,2.6,17,8,21,Office,No,,,,
EMP1103,Finance,4,115554,78,4.5,17,6,24,Hybrid,No,,,,
EMP1104,Sales,4,76139,77,2.7,25,10,7,Hybrid,No,,,,
EMP1105,It,12,98420,82,3.4,10,4,23,WFH,Yes,,,,
EMP1106,Finance,7,78216,98,4.9,19,6,16,WFH,No,,,,
EMP1107,Marketing,11,63092,94,4.7,18,6,8,Office,No,,,,
EMP1108,Marketing,15,44396,90,3.9,27,10,4,Hybrid,No,,,,
EMP1109,Finance,3,109590,96,3.8,24,8,9,Office,No,,,,
EMP1110,Finance,13,62861,90,2.6,26,7,6,WFH,No,,,,
EMP1111,Hr,7,56571,85,4.6,28,5,4,WFH,No,,,,
EMP1112,Marketing,7,70454,99,5.0,5,4,4,Office,No,,,,
EMP1113,It,4,78271,75,3.4,6,4,24,WFH,Yes,,,,
EMP1114,It,10,72086,81,3.8,5,5,14,Hybrid,No,,,,
EMP1115,Sales,6,89929,85,3.1,5,9,14,WFH,No,,,,
EMP1116,Hr,14,41991,100,4.7,30,6,24,Hybrid,No,,,,
EMP1117,Finance,6,135711,84,4.5,20,9,15,WFH,No,,,,
EMP1118,Sales,9,69639,77,3.3,5,7,22,Hybrid,No,,,,
EMP1119,Hr,3,52423,86,3.4,15,9,8,Hybrid,No,,,,
EMP1120,Sales,7,40965,94,4.6,26,6,17,WFH,No,,,,
EMP1121,Finance,2,60690,96,3.0,16,7,10,WFH,No,,,,
EMP1122,Hr,14,36697,92,3.1,22,7,5,Office,Yes,,,,
EMP1123,Sales,6,42495,87,3.2,28,10,5,WFH,No,,,,
EMP1124,Marketing,13,78906,75,4.1,9,4,9,Hybrid,No,,,,
EMP1125,Hr,3,46848,95,3.4,13,5,10,WFH,Yes,,,,
EMP1126,Sales,7,37405,94,2.7,22,5,0,Office,No,,,,
EMP1127,It,6,109176,87,3.4,24,10,24,WFH,No,,,,
EMP1128,Finance,14,116792,89,3.2,11,7,7,Hybrid,No,,,,
EMP1129,It,14,89563,89,4.5,11,4,17,Office,No,,,,
EMP1130,It,1,70939,83,4.7,18,4,2,WFH,Yes,,,,
EMP1131,It,2,61165,77,2.7,5,9,8,Hybrid,No,,,,
EMP1132,It,8,95516,94,2.6,10,7,6,Office,No,,,,
EMP1133,Hr,6,39408,97,3.3,14,8,1,Office,No,,,,
EMP1134,It,1,112531,92,3.3,25,5,19,Hybrid,Yes,,,,
EMP1135,Marketing,7,83828,81,2.8,10,7,25,WFH,No,,,,
EMP1136,It,4,62087,80,4.1,7,8,8,WFH,No,,,,
EMP1137,It,14,112837,99,4.8,5,9,19,Hybrid,No,,,,
EMP1138,Finance,10,85505,98,3.9,13,8,14,WFH,No,,,,
EMP1139,Finance,9,95124,99,3.7,12,10,16,Office,No,,,,
EMP1140,It,2,129202,77,2.9,12,10,16,WFH,No,,,,
EMP1141,Finance,13,136442,84,4.5,14,7,5,Office,No,,,,
EMP1142,Marketing,1,39727,94,3.0,21,9,8,Hybrid,No,,,,
EMP1143,It,11,108221,86,3.9,19,5,10,Hybrid,No,,,,
EMP1144,It,11,81463,83,3.1,21,8,3,Office,No,,,,
EMP1145,Marketing,3,66180,83,4.1,19,10,5,WFH,No,,,,
EMP1146,Sales,13,31915,91,3.6,5,10,11,WFH,No,,,,
EMP1147,Finance,13,66705,94,3.8,22,4,4,Hybrid,No,,,,
EMP1148,Marketing,10,46907,92,3.4,9,10,0,Office,No,,,,
EMP1149,Hr,10,56434,84,4.2,17,10,18,Office,No,,,,
EMP1150,Hr,10,33494,89,3.9,23,8,11,WFH,No,,,,
EMP1151,Hr,12,29623,95,4.9,30,5,23,WFH,No,,,,
EMP1152,Marketing,4,49995,93,3.7,6,6,6,Hybrid,No,,,,
EMP1153,Finance,14,83468,98,2.6,11,8,2,WFH,No,,,,
EMP1154,Marketing,7,80173,94,2.9,23,7,9,WFH,No,,,,
EMP1155,Hr,14,49722,100,3.7,12,10,16,WFH,Yes,,,,
EMP1156,It,9,83319,90,3.0,22,10,23,Hybrid,No,,,,
EMP1157,Marketing,10,56375,98,2.9,9,9,7,WFH,No,,,,
EMP1158,Finance,5,98991,97,3.4,7,8,16,WFH,No,,,,
EMP1159,Marketing,11,70003,75,3.6,18,8,1,Office,No,,,,
EMP1160,Hr,8,66684,95,3.5,5,5,7,WFH,No,,,,
EMP1161,Finance,3,68412,95,3.1,17,9,23,Office,No,,,,
EMP1162,Hr,10,65517,95,3.7,29,5,13,Office,No,,,,
EMP1163,It,1,86325,92,3.3,13,6,3,WFH,No,,,,
EMP1164,Finance,6,131820,100,3.5,30,9,23,WFH,No,,,,
EMP1165,Hr,2,66172,91,2.6,28,6,16,Hybrid,No,,,,
EMP1166,Hr,8,40198,80,4.7,25,7,10,WFH,No,,,,
EMP1167,Sales,10,61416,93,3.9,28,7,1,WFH,No,,,,
EMP1168,Hr,8,62739,79,3.0,27,10,15,Hybrid,No,,,,
EMP1169,Marketing,2,64611,97,4.0,28,8,4,WFH,No,,,,
EMP1170,It,7,75033,82,3.1,28,5,20,WFH,Yes,,,,
EMP1171,Sales,6,60748,100,3.0,19,8,9,WFH,No,,,,
EMP1172,Hr,11,52248,82,4.1,9,6,0,WFH,No,,,,
EMP1173,It,7,112216,75,3.4,18,10,24,Hybrid,No,,,,
EMP1174,Sales,14,45027,99,4.3,16,8,22,WFH,No,,,,
EMP1175,It,13,59177,100,2.6,16,7,1,Hybrid,No,,,,
EMP1176,Sales,15,46885,79,4.3,12,9,1,Hybrid,No,,,,
EMP1177,Hr,10,56640,91,2.8,21,4,14,WFH,Yes,,,,
EMP1178,It,14,92356,96,2.8,21,6,13,WFH,No,,,,
EMP1179,Marketing,13,67156,97,3.0,25,9,17,Office,No,,,,
EMP1180,Finance,14,132493,78,4.0,10,8,1,WFH,No,,,,
EMP1181,Sales,9,59334,91,3.0,23,9,23,Hybrid,No,,,,
EMP1182,It,4,110339,94,3.3,30,7,3,WFH,No,,,,
EMP1183,Hr,6,53820,83,4.7,14,6,23,WFH,No,,,,
EMP1184,Marketing,1,39624,85,4.5,23,6,18,WFH,No,,,,
EMP1185,Finance,3,77487,76,4.0,28,10,0,Hybrid,Yes,,,,
EMP1186,Finance,8,83916,97,3.4,22,5,24,Hybrid,No,,,,
EMP1187,Marketing,5,78733,82,4.7,8,6,1,WFH,No,,,,
EMP1188,Hr,10,67706,76,4.8,26,7,5,WFH,No,,,,
EMP1189,Hr,14,67016,97,4.7,16,7,18,Hybrid,No,,,,
EMP1190,Finance,4,108746,84,3.5,29,10,8,Hybrid,No,,,,
EMP1191,Marketing,10,69083,82,4.3,27,9,17,WFH,No,,,,
EMP1192,Marketing,12,71648,88,4.7,13,7,16,Hybrid,No,,,,
EMP1193,Sales,6,43311,83,2.9,8,6,1,Hybrid,No,,,,
EMP1194,Marketing,4,64406,78,3.5,17,4,14,Office,No,,,,
EMP1195,Hr,1,64845,90,4.0,26,10,19,WFH,Yes,,,,
EMP1196,Hr,6,60244,91,3.1,14,5,21,Hybrid,No,,,,
EMP1197,Sales,10,84016,87,2.8,8,7,5,WFH,No,,,,
EMP1198,Hr,3,64328,92,4.7,21,5,22,Hybrid,Yes,,,,
EMP1199,It,14,48379,86,3.3,8,4,6,Office,No,,,,
EMP1200,Sales,7,89823,95,3.0,14,7,8,Office,No,,,,
EMP1201,Finance,11,62370,85,4.0,20,10,17,WFH,No,,,,
EMP1202,It,3,101792,89,3.4,17,5,15,Hybrid,No,,,,
EMP1203,Finance,10,149436,88,3.0,20,6,3,WFH,No,,,,
EMP1204,It,8,83612,80,4.5,19,8,12,WFH,Yes,,,,
EMP1205,Sales,1,30008,77,3.9,6,7,12,Hybrid,No,,,,
EMP1206,Finance,2,120466,95,2.9,30,4,13,Hybrid,Yes,,,,
EMP1207,It,11,52879,100,3.7,13,4,2,WFH,No,,,,
EMP1208,Hr,7,65618,77,3.3,27,5,20,Hybrid,No,,,,
EMP1209,Sales,14,68489,78,3.8,27,4,1,Hybrid,No,,,,
EMP1210,It,6,128396,94,4.2,5,7,15,Office,No,,,,
EMP1211,It,8,57728,78,2.6,13,10,5,Office,Yes,,,,
EMP1212,Finance,7,74859,98,3.4,15,4,5,Hybrid,No,,,,
EMP1213,Finance,13,57479,76,4.9,24,10,17,Office,No,,,,
EMP1214,Marketing,10,55598,95,4.0,5,4,4,Hybrid,No,,,,
EMP1215,It,13,94032,77,2.8,27,9,12,Office,No,,,,
EMP1216,It,11,117030,81,4.8,20,9,23,Office,No,,,,
EMP1217,It,9,65247,88,3.3,15,4,12,Office,No,,,,
EMP1218,It,9,94369,87,3.5,8,5,9,Hybrid,No,,,,
EMP1219,Marketing,10,80007,78,3.1,17,10,0,WFH,No,,,,
EMP1220,It,10,96585,94,4.0,21,7,0,Office,No,,,,
EMP1221,Sales,4,76038,76,2.8,10,4,16,Hybrid,Yes,,,,
EMP1222,It,5,98493,81,3.6,6,10,20,Office,No,,,,
EMP1223,Hr,12,40302,90,3.4,25,7,11,Office,No,,,,
EMP1224,It,12,64776,79,4.5,27,6,15,Office,No,,,,
EMP1225,Sales,2,68304,82,4.2,25,10,0,Office,No,,,,
EMP1226,It,7,77258,98,4.5,19,10,6,Office,No,,,,
EMP1227,Hr,4,63143,89,4.9,7,10,12,WFH,No,,,,
EMP1228,Sales,8,37349,77,4.6,15,6,0,Office,No,,,,
EMP1229,Sales,4,77804,96,3.5,12,7,13,Hybrid,No,,,,
EMP1230,Marketing,2,43696,77,2.7,26,8,4,Hybrid,No,,,,
EMP1231,Marketing,13,77212,86,4.7,6,6,2,WFH,No,,,,
EMP1232,It,1,50429,83,3.7,26,7,5,Hybrid,No,,,,
EMP1233,Finance,14,124836,81,3.3,25,9,20,Hybrid,No,,,,
EMP1234,Hr,13,34503,81,4.4,30,7,23,Office,No,,,,
EMP1235,Marketing,15,77701,85,2.5,28,7,12,WFH,No,,,,
EMP1236,Sales,12,32774,99,3.6,11,6,13,Hybrid,Yes,,,,
EMP1237,Sales,15,54435,94,4.8,17,5,6,Hybrid,No,,,,
EMP1238,Hr,6,56522,96,4.7,19,10,5,Office,No,,,,
EMP1239,Sales,8,42194,98,2.6,6,9,23,Office,No,,,,
EMP1240,It,7,59470,100,3.3,16,6,2,WFH,No,,,,
EMP1241,It,14,80183,94,3.2,8,7,18,Office,No,,,,
EMP1242,Sales,4,55904,92,2.5,9,9,23,Office,Yes,,,,
EMP1243,Sales,8,40728,78,3.1,20,4,16,WFH,No,,,,
EMP1244,Sales,11,80155,92,2.7,8,6,10,Office,No,,,,
EMP1245,It,5,135267,80,4.5,23,4,8,Hybrid,No,,,,
EMP1246,Hr,4,60893,100,2.6,21,5,2,Hybrid,No,,,,
EMP1247,Hr,11,44001,77,3.6,22,4,10,Hybrid,Yes,,,,
EMP1248,Hr,5,34252,76,3.7,30,7,7,Office,No,,,,
EMP1249,Sales,4,40048,92,4.7,14,8,7,WFH,No,,,,
EMP1250,Finance,14,131328,90,3.8,5,9,20,WFH,No,,,,
EMP1251,Sales,9,43417,99,4.4,16,7,13,Office,No,,,,
EMP1252,Hr,1,61775,86,2.7,10,9,16,Hybrid,No,,,,
EMP1253,Sales,13,49652,95,3.9,26,4,5,WFH,Yes,,,,
EMP1254,It,10,133632,96,3.4,22,9,19,Office,No,,,,
EMP1255,It,7,107395,84,3.8,15,6,15,Hybrid,No,,,,
EMP1256,Finance,9,94520,96,4.6,23,5,7,Hybrid,No,,,,
EMP1257,Finance,1,114238,83,3.5,19,4,24,WFH,No,,,,
EMP1258,Finance,9,80540,96,3.7,13,6,12,Hybrid,No,,,,
EMP1259,Sales,14,76684,86,4.9,11,5,25,Office,No,,,,
EMP1260,Finance,10,118359,97,2.9,8,10,5,Office,No,,,,
EMP1261,Hr,10,31997,88,4.0,17,9,25,Office,No,,,,
EMP1262,Finance,9,125255,95,5.0,8,8,5,Hybrid,Yes,,,,
EMP1263,Marketing,13,44469,85,4.8,16,5,0,Office,No,,,,
EMP1264,It,7,77269,93,4.7,16,6,14,Office,No,,,,
EMP1265,It,10,61326,77,3.5,30,10,12,Hybrid,No,,,,
EMP1266,Hr,7,49683,82,2.7,15,5,0,Hybrid,Yes,,,,
EMP1267,Finance,10,98410,80,4.8,20,10,5,Office,No,,,,
EMP1268,Finance,7,61289,80,4.2,7,7,2,WFH,No,,,,
EMP1269,Sales,9,86509,84,4.3,21,8,25,Office,No,,,,
EMP1270,Finance,6,105765,81,2.8,19,10,16,Office,No,,,,
EMP1271,It,9,124224,82,3.4,20,9,23,Office,No,,,,
EMP1272,It,15,114182,90,3.7,15,4,8,WFH,Yes,,,,
EMP1273,Hr,15,69144,96,4.3,17,10,3,WFH,No,,,,
EMP1274,Marketing,15,51933,95,2.6,11,7,2,WFH,No,,,,
EMP1275,Marketing,10,48829,79,3.2,25,6,23,Office,No,,,,
EMP1276,Finance,9,85034,85,3.6,9,9,15,Office,No,,,,
EMP1277,Marketing,3,52704,93,3.6,7,9,15,Office,No,,,,
EMP1278,Hr,11,37843,82,3.7,28,8,17,Hybrid,No,,,,
EMP1279,It,10,99150,76,3.7,11,10,23,WFH,No,,,,
EMP1280,Hr,14,28518,75,4.6,19,10,6,Hybrid,No,,,,
EMP1281,Finance,11,58914,77,2.7,7,7,19,Office,No,,,,
EMP1282,Sales,15,61957,99,3.3,15,7,17,Hybrid,No,,,,
EMP1283,Finance,8,90931,76,2.7,22,6,21,Hybrid,No,,,,
EMP1284,Hr,12,58719,95,4.0,22,8,4,WFH,No,,,,
EMP1285,Marketing,12,80384,94,2.7,12,9,13,Office,No,,,,
EMP1286,Marketing,6,58452,86,3.7,29,9,4,WFH,No,,,,
EMP1287,Hr,14,51985,77,4.5,23,7,20,Hybrid,No,,,,
EMP1288,Marketing,14,53796,86,5.0,26,8,6,Hybrid,No,,,,
EMP1289,Hr,15,54150,84,3.0,7,9,20,WFH,No,,,,
EMP1290,It,14,47647,88,2.6,22,4,9,Hybrid,No,,,,
EMP1291,Hr,11,43247,95,4.3,8,9,2,Office,No,,,,
EMP1292,Marketing,14,58546,81,3.4,11,4,16,Hybrid,No,,,,
EMP1293,Sales,12,41345,100,5.0,10,8,19,WFH,No,,,,
EMP1294,Marketing,13,78401,99,2.6,27,9,20,WFH,No,,,,
EMP1295,Hr,1,49789,84,3.1,13,4,7,WFH,No,,,,
EMP1296,Sales,2,58558,80,2.6,10,8,18,Office,Yes,,,,
EMP1297,Hr,2,32252,86,4.5,23,4,12,Office,Yes,,,,
EMP1298,Finance,3,84267,82,2.6,29,4,11,Office,No,,,,
EMP1299,It,2,105330,90,4.8,18,5,10,Office,No,,,,
EMP1300,Finance,3,58286,90,4.8,30,9,21,WFH,No,,,,
EMP1301,Sales,14,41434,94,4.9,23,5,2,Hybrid,No,,,,
EMP1302,Marketing,14,46579,95,3.4,11,6,3,Office,No,,,,
EMP1303,It,8,135915,92,4.2,19,10,21,WFH,No,,,,
EMP1304,Hr,12,67602,80,3.2,19,10,24,Office,No,,,,
EMP1305,Hr,5,68929,83,2.9,10,9,22,Office,No,,,,
EMP1306,Finance,13,125980,79,4.4,11,7,7,Hybrid,Yes,,,,
EMP1307,Sales,3,83407,99,4.1,13,9,21,Office,No,,,,
EMP1308,Finance,13,116155,85,4.2,17,4,14,WFH,No,,,,
EMP1309,It,2,87934,89,4.5,20,5,1,Office,No,,,,
EMP1310,It,4,76837,95,3.4,23,5,7,Hybrid,No,,,,
EMP1311,It,1,52530,94,4.9,13,10,17,WFH,No,,,,
EMP1312,Hr,3,69798,87,3.8,5,9,17,WFH,No,,,,
EMP1313,Sales,2,64810,77,3.8,18,4,18,Office,No,,,,
EMP1314,Hr,6,69532,99,4.9,25,7,10,Office,No,,,,
EMP1315,Sales,5,34399,87,2.5,21,5,4,Office,No,,,,
EMP1316,Marketing,6,39191,76,2.6,22,9,12,WFH,No,,,,
EMP1317,Hr,9,67861,88,2.9,5,9,11,Hybrid,No,,,,
EMP1318,Finance,15,105012,75,2.5,17,6,23,WFH,No,,,,
EMP1319,Hr,13,49242,85,2.9,5,10,16,Office,No,,,,
EMP1320,Marketing,5,48200,81,4.5,22,7,5,Hybrid,No,,,,
EMP1321,It,4,134651,93,3.8,15,8,19,Hybrid,No,,,,
EMP1322,Sales,15,64536,75,4.3,11,7,12,WFH,Yes,,,,
EMP1323,Marketing,1,37854,97,3.7,27,5,21,Office,No,,,,
EMP1324,Hr,9,65651,78,4.7,12,10,5,WFH,No,,,,
EMP1325,Sales,7,54743,92,3.2,14,6,7,Hybrid,No,,,,
EMP1326,Marketing,6,53621,75,5.0,19,7,12,Hybrid,No,,,,
EMP1327,It,14,53625,99,4.3,13,8,11,WFH,No,,,,
EMP1328,Marketing,7,55744,85,3.6,14,9,9,Office,No,,,,
EMP1329,It,11,93348,78,2.5,12,5,24,WFH,No,,,,
EMP1330,Finance,15,149685,90,3.6,19,6,11,WFH,No,,,,
EMP1331,Finance,8,80964,79,4.3,5,8,24,Hybrid,No,,,,
EMP1332,Marketing,9,42332,94,3.0,22,10,17,Office,No,,,,
EMP1333,Sales,7,67720,76,4.7,5,9,10,Office,No,,,,
EMP1334,Marketing,4,80415,97,3.6,29,7,6,Office,No,,,,
EMP1335,Finance,6,62017,91,2.7,26,4,20,Hybrid,No,,,,
EMP1336,It,10,94517,98,3.2,13,10,3,Office,No,,,,
EMP1337,Marketing,2,47255,97,3.2,30,7,22,Office,No,,,,
EMP1338,Finance,10,70161,92,3.5,29,9,3,WFH,No,,,,
EMP1339,Marketing,10,74624,91,3.7,14,8,21,WFH,No,,,,
EMP1340,Finance,1,77277,86,4.4,6,7,17,WFH,No,,,,
EMP1341,It,9,88580,99,4.2,27,8,16,Hybrid,No,,,,
EMP1342,Hr,3,34848,78,3.1,5,6,19,Hybrid,No,,,,
EMP1343,Sales,14,78113,78,2.7,21,5,17,Hybrid,No,,,,
EMP1344,It,3,113104,84,4.2,23,6,15,WFH,No,,,,
EMP1345,Sales,1,63403,96,4.6,10,7,22,Hybrid,Yes,,,,
EMP1346,Hr,9,58653,78,3.2,14,5,14,Hybrid,Yes,,,,
EMP1347,Hr,7,39166,99,2.6,27,10,21,Office,Yes,,,,
EMP1348,It,14,138622,84,4.3,11,4,9,Hybrid,Yes,,,,
EMP1349,It,2,126565,97,4.1,21,8,10,WFH,No,,,,
EMP1350,Marketing,15,73621,90,3.6,8,8,16,WFH,No,,,,
EMP1351,Marketing,15,46140,93,4.3,17,8,9,Office,No,,,,
EMP1352,Marketing,14,77465,98,3.0,26,4,25,Office,No,,,,
EMP1353,Sales,10,35739,76,2.6,28,8,5,Office,Yes,,,,
EMP1354,It,1,80944,76,4.2,18,10,16,Hybrid,Yes,,,,
EMP1355,Marketing,14,56789,88,4.5,25,9,23,Hybrid,No,,,,
EMP1356,Sales,6,57291,79,4.1,19,4,2,Office,Yes,,,,
EMP1357,Finance,8,68561,84,4.3,23,6,21,WFH,Yes,,,,
EMP1358,It,4,49136,93,4.9,30,10,11,Hybrid,No,,,,
EMP1359,It,5,120291,88,4.4,16,7,25,WFH,No,,,,
EMP1360,Finance,4,118486,90,4.5,8,5,21,Hybrid,No,,,,
EMP1361,Sales,1,47069,81,4.5,14,9,15,WFH,No,,,,
EMP1362,Marketing,7,82074,75,3.0,6,4,3,WFH,No,,,,
EMP1363,Finance,7,117954,99,4.3,19,10,10,Office,No,,,,
EMP1364,Sales,8,31400,87,4.8,6,7,23,Hybrid,Yes,,,,
EMP1365,It,9,88379,93,2.6,29,6,18,WFH,Yes,,,,
EMP1366,Finance,7,78113,81,4.8,23,6,4,WFH,No,,,,
EMP1367,It,2,60208,79,3.6,28,6,18,Office,No,,,,
EMP1368,Hr,7,61508,95,5.0,8,4,24,WFH,Yes,,,,
EMP1369,Sales,7,63342,81,3.1,14,4,15,Office,No,,,,
EMP1370,Hr,2,65415,76,3.2,11,6,10,Office,Yes,,,,
EMP1371,Marketing,9,74257,75,3.3,18,4,11,WFH,No,,,,
